Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
sp|P35250|RFC2_HUMAN Replication factor C subunit 2 OS=Homo sapiens OX=9606 GN=RFC2 PE=1 SV=3,20.51525667,20.68858777,20.54154636,21.22952139,21.24299674,21.2522688
sp|P35251|RFC1_HUMAN Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,21.0491389,21.00183585,20.99838218,21.15115558,21.22179004,21.15383478
sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens OX=9606 GN=RPL22 PE=1 SV=2,23.27239591,23.09727367,23.21303086,23.31115135,23.39888004,23.30127105
sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2,19.85748771,19.83160337,19.85926364,20.39819168,20.50892726,20.4184745
sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1,18.14061879,18.30260845,18.17778373,18.3212721,18.27473834,18.29280098
sp|P35354|PGH2_HUMAN Prostaglandin G/H synthase 2 OS=Homo sapiens OX=9606 GN=PTGS2 PE=1 SV=2,12.19396902,12.18443242,11.98071913,12.6363898,12.71624216,12.58543027
sp|P35367|HRH1_HUMAN Histamine H1 receptor OS=Homo sapiens OX=9606 GN=HRH1 PE=1 SV=1,13.98048609,13.1633185,13.64474188,15.04751962,14.39126108,14.78856451
sp|P35555|FBN1_HUMAN Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=3,15.75389668,15.84134187,15.65619606,13.30637423,13.48977257,13.36945589
sp|P35568|IRS1_HUMAN Insulin receptor substrate 1 OS=Homo sapiens OX=9606 GN=IRS1 PE=1 SV=1,16.78517137,16.83931057,16.79953748,17.81409694,18.04262267,17.90494779
sp|P35573|GDE_HUMAN Glycogen debranching enzyme OS=Homo sapiens OX=9606 GN=AGL PE=1 SV=3,20.84047564,20.84986176,20.89384984,20.72673187,20.75478395,20.74935763
sp|P35579|MYH9_HUMAN Myosin-9 OS=Homo sapiens OX=9606 GN=MYH9 PE=1 SV=4,24.98066458,25.41927114,23.94998619,28.04515481,26.97338635,25.55947297
sp|P35580|MYH10_HUMAN Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3,19.40677798,19.53702949,18.36265369,21.64640567,20.57374614,19.07729357
sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,23.81091073,23.7594794,23.79965303,23.7051697,23.65406662,23.65802839
sp|P35610|SOAT1_HUMAN Sterol O-acyltransferase 1 OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=3,19.12763678,19.25682738,19.17565543,20.04665374,20.06724055,20.06914693
sp|P35612|ADDB_HUMAN Beta-adducin OS=Homo sapiens OX=9606 GN=ADD2 PE=1 SV=3,15.75689575,15.72322237,15.57608288,14.17136421,14.04407737,14.07813838
sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2,22.96824117,22.93794601,22.96052714,22.81660365,22.79921832,22.7589086
sp|P35625|TIMP3_HUMAN Metalloproteinase inhibitor 3 OS=Homo sapiens OX=9606 GN=TIMP3 PE=1 SV=2,15.40680799,15.39302479,15.37074553,18.12893085,18.16796148,18.1746123
sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,23.26587887,23.16776553,23.21794921,23.44702315,23.41730604,23.27963124
sp|P35658|NU214_HUMAN Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2,22.2986348,22.27121003,22.30131345,22.41920076,22.57358692,22.49221859
sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1,22.43118502,22.47031946,22.42911805,23.22823962,23.2155172,23.29750462
sp|P35712|SOX6_HUMAN Transcription factor SOX-6 OS=Homo sapiens OX=9606 GN=SOX6 PE=1 SV=3,12.43262477,13.00098751,12.3347908,12.54934229,13.04072851,12.80080037
sp|P35749|MYH11_HUMAN Myosin-11 OS=Homo sapiens OX=9606 GN=MYH11 PE=1 SV=3,16.6628968,17.13290018,14.80596305,20.05184802,18.65154999,17.12797056
sp|P35754|GLRX1_HUMAN Glutaredoxin-1 OS=Homo sapiens OX=9606 GN=GLRX PE=1 SV=2,20.43612272,20.50882398,20.42617906,20.40155773,20.49266713,20.54630272
sp|P35790|CHKA_HUMAN Choline kinase alpha OS=Homo sapiens OX=9606 GN=CHKA PE=1 SV=3,13.64725169,13.03480449,12.8224797,14.27710464,14.32935132,13.9350533
sp|P35813|PPM1A_HUMAN Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1,20.34966129,20.33666873,20.32710905,20.62298642,20.65182369,20.59002607
sp|P35869|AHR_HUMAN Aryl hydrocarbon receptor OS=Homo sapiens OX=9606 GN=AHR PE=1 SV=2,17.05979401,16.95578201,17.0555553,19.05973207,19.15035833,19.04952649
"sp|P35914|HMGCL_HUMAN Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens OX=9606 GN=HMGCL PE=1 SV=2",20.46061047,20.56852264,20.52905668,19.50358297,19.56695875,19.49385238
sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,23.82900479,23.73469758,23.76066639,24.12630497,24.16940424,24.15716491
sp|P36269|GGT5_HUMAN Glutathione hydrolase 5 proenzyme OS=Homo sapiens OX=9606 GN=GGT5 PE=1 SV=2,15.48017513,15.34441406,15.26210349,16.80303153,16.81524932,16.86271295
sp|P36404|ARL2_HUMAN ADP-ribosylation factor-like protein 2 OS=Homo sapiens OX=9606 GN=ARL2 PE=1 SV=4,20.61352738,20.49965948,20.52944543,21.04480868,21.07227868,21.16635391
sp|P36405|ARL3_HUMAN ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2,21.38183368,21.35048231,21.35974841,21.57756377,21.63095775,21.67946283
sp|P36406|TRI23_HUMAN E3 ubiquitin-protein ligase TRIM23 OS=Homo sapiens OX=9606 GN=TRIM23 PE=1 SV=1,19.41549431,19.39271284,19.42063065,20.35419875,20.52631022,20.39298719
sp|P36507|MP2K2_HUMAN Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens OX=9606 GN=MAP2K2 PE=1 SV=1,22.38591527,22.27542601,22.40482668,22.29297414,22.30587378,22.27970766
"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1",23.81678867,23.78708539,23.75311241,22.75201912,22.80151641,22.83500907
sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1,21.94700851,21.82267592,21.8783891,21.91376521,21.9718881,21.96793405
"sp|P36551|HEM6_HUMAN Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3",21.38046838,21.3804309,21.40228557,22.79043713,22.61410774,22.79797432
sp|P36578|RL4_HUMAN 60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,25.04596442,24.98490019,24.99424816,24.76858016,24.7980207,24.7959985
"sp|P36639|8ODP_HUMAN 7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens OX=9606 GN=NUDT1 PE=1 SV=3",19.39293773,19.36156351,19.48731982,19.71645459,19.62658915,19.66357117
sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3,23.78789989,23.68515848,23.76776847,24.32350691,24.2572357,24.34394005
sp|P36894|BMR1A_HUMAN Bone morphogenetic protein receptor type-1A OS=Homo sapiens OX=9606 GN=BMPR1A PE=1 SV=2,10.71157716,10.53511181,9.288802079,10.78391476,10.74805695,11.14212081
sp|P36915|GNL1_HUMAN Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2,20.21204018,20.50426968,20.28688968,20.15105434,20.17874055,20.18159374
sp|P36941|TNR3_HUMAN Tumor necrosis factor receptor superfamily member 3 OS=Homo sapiens OX=9606 GN=LTBR PE=1 SV=1,15.17172537,16.10278143,15.3707571,15.87569712,15.88968815,15.92921627
sp|P36952|SPB5_HUMAN Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2,25.16072261,25.20306567,25.16897131,17.91119201,18.3645841,17.78611361
sp|P36954|RPB9_HUMAN DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens OX=9606 GN=POLR2I PE=1 SV=1,17.00102742,17.52263936,17.41636642,17.46350507,17.50544339,17.60353689
"sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",23.23526788,23.19509433,23.22432705,22.60943718,22.76387143,22.70309516
sp|P36959|GMPR1_HUMAN GMP reductase 1 OS=Homo sapiens OX=9606 GN=GMPR PE=1 SV=1,9.830294095,11.76279185,11.60986804,12.67860507,12.63388552,12.99943306
sp|P37059|DHB2_HUMAN Estradiol 17-beta-dehydrogenase 2 OS=Homo sapiens OX=9606 GN=HSD17B2 PE=1 SV=1,19.32206104,19.29744966,19.38252328,15.1824294,15.49779134,15.46131819
sp|P37108|SRP14_HUMAN Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2,22.25876643,22.24522147,22.29929446,22.28040322,22.36128713,22.30298292
sp|P37173|TGFR2_HUMAN TGF-beta receptor type-2 OS=Homo sapiens OX=9606 GN=TGFBR2 PE=1 SV=2,18.67255528,18.74933578,18.67861295,19.14838029,19.04507542,19.1301383
sp|P37198|NUP62_HUMAN Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3,20.62916648,20.57811992,20.55952521,20.77080947,20.82532875,20.76416179
sp|P37235|HPCL1_HUMAN Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3,23.4628858,23.48470253,23.47992456,23.64516634,23.56311767,23.68400067
sp|P37268|FDFT_HUMAN Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1,22.82173065,22.80854072,22.79999567,19.34453197,19.50891378,19.45023126
sp|P37275|ZEB1_HUMAN Zinc finger E-box-binding homeobox 1 OS=Homo sapiens OX=9606 GN=ZEB1 PE=1 SV=2,15.4096763,15.60670933,15.55019416,16.8079462,16.79501264,16.77396907
sp|P37287|PIGA_HUMAN Phosphatidylinositol N-acetylglucosaminyltransferase subunit A OS=Homo sapiens OX=9606 GN=PIGA PE=1 SV=1,10.21041414,10.32766973,10.95215626,11.3882989,9.787288603,10.65184318
sp|P37802|TAGL2_HUMAN Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3,25.68583661,25.69291663,25.70169344,24.40686201,24.45429807,24.4737258
sp|P37837|TALDO_HUMAN Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2,24.91346288,24.82735952,24.87741673,24.73961295,24.73105019,24.72902559
sp|P38117|ETFB_HUMAN Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3,23.195185,23.23133856,23.18805433,22.19503573,22.25513309,22.23058925
"sp|P38159|RBMX_HUMAN RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3",23.22274077,23.15373491,23.05308529,23.5439766,23.45805824,23.12544439
sp|P38398|BRCA1_HUMAN Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2,11.4905439,11.12370687,11.19961135,11.8336695,11.74032968,11.77800679
sp|P38432|COIL_HUMAN Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1,18.5606768,18.8409876,18.43930233,18.90394074,18.84281509,18.72926049
sp|P38435|VKGC_HUMAN Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=2,18.69132667,18.52839322,18.60378188,18.30417692,18.23821359,18.42796144
sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,22.34374457,22.28973967,22.32494507,22.33233613,22.28037929,22.29674533
"sp|P38646|GRP75_HUMAN Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",25.82112319,25.88444561,25.80897251,25.24207183,25.20713727,25.18660607
sp|P38919|IF4A3_HUMAN Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,23.07171619,23.01441762,23.01179088,23.56560702,23.60427399,23.57042256
sp|P38935|SMBP2_HUMAN DNA-binding protein SMUBP-2 OS=Homo sapiens OX=9606 GN=IGHMBP2 PE=1 SV=3,15.38272302,15.32931171,15.32556101,16.03374917,15.97508994,15.82578896
sp|P39019|RS19_HUMAN 40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2,24.78356063,24.68239903,24.74659836,24.50038242,24.50404376,24.5301283
sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2,24.60694268,24.55459897,24.5270626,24.33393291,24.30491262,24.31248339
sp|P39060|COIA1_HUMAN Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5,13.11620487,13.34055533,13.59819209,13.82511655,13.63800834,13.30885355
sp|P39656|OST48_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4,22.65331257,22.79161784,22.63286971,22.2272046,22.27545162,22.29539097
sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,23.01473695,23.01135908,22.978657,23.07509764,23.04970982,23.08533945
sp|P39748|FEN1_HUMAN Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1,22.54155796,22.4672067,22.5483891,23.3610279,23.3322057,23.31534343
sp|P39880|CUX1_HUMAN Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3,19.77758328,19.89842466,19.9492589,20.22983903,20.25211371,20.25709521
sp|P40121|CAPG_HUMAN Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2,23.3096887,23.19058624,23.31567773,23.21704596,23.14550204,23.14487043
sp|P40123|CAP2_HUMAN Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1,20.41716547,20.20508354,20.2562657,21.55993484,21.53594118,21.60701563
sp|P40189|IL6RB_HUMAN Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2,16.97155399,16.94792594,16.98556667,17.72313299,17.83750544,17.71973862
sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3,22.92655305,22.83589944,22.89026832,23.26328504,23.29163518,23.28671697
sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,24.27588695,24.19375107,24.23354846,24.25009716,24.2921329,24.30285141
sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,24.00911557,24.114765,23.96539325,21.6345047,21.45795593,21.61235075
sp|P40306|PSB10_HUMAN Proteasome subunit beta type-10 OS=Homo sapiens OX=9606 GN=PSMB10 PE=1 SV=1,18.8754993,18.770312,18.77129327,20.13857003,20.17704721,20.13275117
sp|P40337|VHL_HUMAN von Hippel-Lindau disease tumor suppressor OS=Homo sapiens OX=9606 GN=VHL PE=1 SV=2,15.7701989,15.94625954,16.11765914,15.75275974,15.32078043,15.41335413
sp|P40429|RL13A_HUMAN 60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2,25.01314397,24.92075481,24.95709,24.82752688,24.776512,24.82875918
sp|P40616|ARL1_HUMAN ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1,20.73244656,20.5970205,20.58695719,20.49096918,20.53266779,20.59693059
sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1,18.45126544,18.45435397,18.56589639,18.5396808,18.58467177,18.55508176
sp|P40763|STAT3_HUMAN Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2,21.27566742,21.29190266,21.27278831,22.01439301,22.01005092,22.03568862
sp|P40818|UBP8_HUMAN Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,19.19130722,19.09795365,19.18897726,18.79861741,18.91524101,18.89747614
sp|P40855|PEX19_HUMAN Peroxisomal biogenesis factor 19 OS=Homo sapiens OX=9606 GN=PEX19 PE=1 SV=1,19.83920061,19.6868721,19.80564906,19.75850654,19.76387882,19.82542166
"sp|P40925|MDHC_HUMAN Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4",23.65164364,23.64822025,23.66922663,23.33109972,23.40403908,23.34841955
"sp|P40926|MDHM_HUMAN Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",24.34825915,24.69897918,24.42805608,24.14403556,24.14221626,24.22210236
sp|P40937|RFC5_HUMAN Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1,19.96208048,20.01429664,19.98275156,20.50604116,20.52562544,20.51872883
sp|P40938|RFC3_HUMAN Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2,20.29936994,20.30856978,20.28965196,20.6198001,20.69956902,20.60769049
sp|P41091|IF2G_HUMAN Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3,23.5812254,23.77072401,23.61639157,23.70968675,23.73085848,23.6920211
sp|P41134|ID1_HUMAN DNA-binding protein inhibitor ID-1 OS=Homo sapiens OX=9606 GN=ID1 PE=1 SV=3,16.54070928,16.33232055,16.35583237,16.63628447,16.6915133,16.57715306
sp|P41161|ETV5_HUMAN ETS translocation variant 5 OS=Homo sapiens OX=9606 GN=ETV5 PE=1 SV=1,13.19102875,13.22272611,13.345038,14.47770236,14.5929575,14.42012743
sp|P41208|CETN2_HUMAN Centrin-2 OS=Homo sapiens OX=9606 GN=CETN2 PE=1 SV=1,13.67736174,13.46489366,13.29769843,13.8105421,13.90740824,13.52364103
sp|P41212|ETV6_HUMAN Transcription factor ETV6 OS=Homo sapiens OX=9606 GN=ETV6 PE=1 SV=1,16.9877242,17.25743912,16.96488816,16.86734295,16.76234505,16.87482316
sp|P41214|EIF2D_HUMAN Eukaryotic translation initiation factor 2D OS=Homo sapiens OX=9606 GN=EIF2D PE=1 SV=3,20.95810014,21.06850235,21.03110834,19.75566083,19.71902053,19.74809233
sp|P41223|BUD31_HUMAN Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2,19.24491719,19.24671945,19.30646577,19.67888162,19.49895377,19.60812896
sp|P41226|UBA7_HUMAN Ubiquitin-like modifier-activating enzyme 7 OS=Homo sapiens OX=9606 GN=UBA7 PE=1 SV=2,18.72304738,18.6576822,18.68951369,18.68475986,18.75614861,18.74043664
sp|P41227|NAA10_HUMAN N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1,21.31514394,21.17386253,21.32362729,21.57293061,21.40176391,21.47917102
sp|P41229|KDM5C_HUMAN Lysine-specific demethylase 5C OS=Homo sapiens OX=9606 GN=KDM5C PE=1 SV=2,16.82901825,16.77441207,16.87437198,16.73164814,16.8491729,16.86306284
sp|P41236|IPP2_HUMAN Protein phosphatase inhibitor 2 OS=Homo sapiens OX=9606 GN=PPP1R2 PE=1 SV=2,20.33754932,20.29990591,20.27445006,20.43535171,20.40770998,20.41078648
sp|P41240|CSK_HUMAN Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1,21.7756575,21.75841185,21.77034132,21.59144188,21.57786107,21.68326361
sp|P41247|PLPL4_HUMAN Patatin-like phospholipase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=PNPLA4 PE=2 SV=3,17.76190288,18.110554,17.81536403,16.39249877,16.35954177,16.29811586
sp|P41250|GARS_HUMAN Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS PE=1 SV=3,23.87388811,23.75178768,23.82344629,24.02939448,24.06593684,24.06436957
"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS PE=1 SV=2",24.08405049,23.90452187,24.03805914,24.0398487,24.01906341,24.01354241
sp|P41440|S19A1_HUMAN Folate transporter 1 OS=Homo sapiens OX=9606 GN=SLC19A1 PE=1 SV=3,17.40433772,17.35227944,17.45575991,13.91176505,14.01306308,13.81880001
sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1,18.95080653,18.88735519,18.9092511,19.06390067,19.22124715,19.21754326
sp|P41743|KPCI_HUMAN Protein kinase C iota type OS=Homo sapiens OX=9606 GN=PRKCI PE=1 SV=2,18.54697336,18.68026169,18.57725417,18.94172631,18.99140382,18.93027937
sp|P42025|ACTY_HUMAN Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1,19.59747659,19.47078597,19.50252446,19.64199259,19.60837935,19.48185637
"sp|P42126|ECI1_HUMAN Enoyl-CoA delta isomerase 1, mitochondrial OS=Homo sapiens OX=9606 GN=ECI1 PE=1 SV=1",21.84998596,21.88322751,21.85746545,21.10004555,21.22327866,21.16370164
"sp|P42166|LAP2A_HUMAN Lamina-associated polypeptide 2, isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",22.31984027,22.4450663,22.37441399,23.68001268,23.69145355,23.70384178
"sp|P42167|LAP2B_HUMAN Lamina-associated polypeptide 2, isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2",21.53093597,21.6316541,21.57455903,21.90204307,21.77881874,21.82101133
sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2,22.76104958,22.70969718,22.78081266,22.6832225,22.6124447,22.59063343
sp|P42285|MTREX_HUMAN Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3,22.26528093,22.18900219,22.25358492,21.6790525,21.75273133,21.67134479
"sp|P42336|PK3CA_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PIK3CA PE=1 SV=2",17.52199043,17.27934856,17.36436067,17.26819724,17.22672321,17.23656645
"sp|P42338|PK3CB_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Homo sapiens OX=9606 GN=PIK3CB PE=1 SV=1",18.17350963,18.02448962,17.98673484,17.54627524,17.51318145,17.51155141
sp|P42345|MTOR_HUMAN Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1,20.95010147,20.87897443,20.89594603,20.94083108,20.98599263,20.91319821
sp|P42356|PI4KA_HUMAN Phosphatidylinositol 4-kinase alpha OS=Homo sapiens OX=9606 GN=PI4KA PE=1 SV=4,19.62651717,19.64207042,19.63740914,19.21699079,19.22492159,19.22159611
sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2,21.19717437,21.07301766,21.15170776,21.12242132,21.19251917,21.2355132
sp|P42574|CASP3_HUMAN Caspase-3 OS=Homo sapiens OX=9606 GN=CASP3 PE=1 SV=2,20.6433997,20.669197,20.6147204,20.02843103,20.0246343,20.08492853
sp|P42575|CASP2_HUMAN Caspase-2 OS=Homo sapiens OX=9606 GN=CASP2 PE=1 SV=2,16.47660162,16.49554282,16.48198023,17.24357023,16.89983338,17.05871497
sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3,17.45951072,17.8090457,17.59543511,17.37646529,17.41619436,17.31921387
sp|P42684|ABL2_HUMAN Tyrosine-protein kinase ABL2 OS=Homo sapiens OX=9606 GN=ABL2 PE=1 SV=1,13.94947309,13.92381547,13.9105051,15.05936917,15.20704424,15.26758189
sp|P42695|CNDD3_HUMAN Condensin-2 complex subunit D3 OS=Homo sapiens OX=9606 GN=NCAPD3 PE=1 SV=2,18.42743914,18.26848451,18.38549421,18.81981417,18.77748667,18.88141758
sp|P42696|RBM34_HUMAN RNA-binding protein 34 OS=Homo sapiens OX=9606 GN=RBM34 PE=1 SV=2,21.07962447,20.96908191,20.96256018,20.09617792,20.00411535,19.9801829
"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",24.942406,24.99801623,24.98163443,25.1958575,25.18654321,25.22625028
"sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2",23.62413637,23.57961008,23.62800023,22.42578203,22.41775656,22.46889835
sp|P42771|CDN2A_HUMAN Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2,14.48307554,14.75898889,14.32666282,14.10219243,15.431523,12.68931507
sp|P42773|CDN2C_HUMAN Cyclin-dependent kinase 4 inhibitor C OS=Homo sapiens OX=9606 GN=CDKN2C PE=1 SV=1,16.92020772,17.07457286,17.05212442,17.7484534,17.76124651,17.84363878
sp|P42785|PCP_HUMAN Lysosomal Pro-X carboxypeptidase OS=Homo sapiens OX=9606 GN=PRCP PE=1 SV=1,20.92607188,20.82432935,20.92227933,19.67498681,19.44416158,19.60234682
sp|P42858|HD_HUMAN Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2,18.88824654,18.8446696,18.83845045,18.89802296,18.93866034,18.96165417
sp|P43005|EAA3_HUMAN Excitatory amino acid transporter 3 OS=Homo sapiens OX=9606 GN=SLC1A1 PE=1 SV=2,14.50279072,14.35122526,14.35286053,12.14362596,12.39823768,12.19585169
sp|P43007|SATT_HUMAN Neutral amino acid transporter A OS=Homo sapiens OX=9606 GN=SLC1A4 PE=1 SV=1,16.79385758,16.08145131,16.3156108,16.16986906,16.06721014,16.32166911
sp|P43034|LIS1_HUMAN Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens OX=9606 GN=PAFAH1B1 PE=1 SV=2,22.76398204,22.81083868,22.76384363,23.00308261,22.97006241,22.95762913
